date,visitors_pool_total,sportbad_closed,freizeitbad_closed,sauna_closed,kursbecken_closed,event,price_adult_90min,price_adult_max,price_reduced_90min,price_reduced_max,sloop_dummy,sloop_days_since_opening,school_holiday,bank_holiday
5/25/2005,1462,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
5/26/2005,1878,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,2
5/27/2005,2445,1,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
5/28/2005,2621,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
5/29/2005,2262,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/30/2005,626,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
5/31/2005,637,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/1/2005,628,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/2/2005,672,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/3/2005,855,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/4/2005,1242,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/5/2005,1916,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/6/2005,1387,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/7/2005,513,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/8/2005,643,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/9/2005,675,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/10/2005,562,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/11/2005,1224,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/12/2005,1705,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/13/2005,724,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/14/2005,601,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/15/2005,857,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/16/2005,729,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/17/2005,731,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/18/2005,1415,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/19/2005,3761,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/20/2005,1827,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/21/2005,983,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/22/2005,880,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/23/2005,1669,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/24/2005,1486,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/25/2005,1529,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/26/2005,2011,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/27/2005,1028,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/28/2005,907,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/29/2005,851,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
6/30/2005,619,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
7/1/2005,784,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
7/2/2005,1050,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
7/3/2005,1589,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
7/4/2005,1094,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
7/5/2005,829,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
7/6/2005,981,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
7/7/2005,759,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/8/2005,938,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/9/2005,1155,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/10/2005,2171,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/11/2005,1361,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/12/2005,1619,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/13/2005,1620,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
7/14/2005,2047,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/15/2005,1689,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/16/2005,1406,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/17/2005,1990,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/18/2005,1897,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/19/2005,1407,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/20/2005,1550,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/21/2005,1724,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/22/2005,1597,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/23/2005,1500,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/24/2005,2088,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/25/2005,1548,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/26/2005,2169,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/27/2005,1948,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/28/2005,2579,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/29/2005,1990,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/30/2005,1612,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
7/31/2005,2408,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/1/2005,1513,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/2/2005,1877,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/3/2005,1999,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/4/2005,1950,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/5/2005,1785,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/6/2005,1920,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/7/2005,2623,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/8/2005,1888,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/9/2005,2328,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/10/2005,2407,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/11/2005,2455,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/12/2005,2011,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/13/2005,1681,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/14/2005,2780,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/15/2005,1951,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/16/2005,2044,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/17/2005,2293,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/18/2005,2948,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/19/2005,2684,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
8/20/2005,1721,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/21/2005,2095,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/22/2005,1838,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/23/2005,2445,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/24/2005,2511,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
8/25/2005,725,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
8/26/2005,759,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
8/27/2005,888,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
8/28/2005,1433,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
8/29/2005,877,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
8/30/2005,991,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
8/31/2005,1618,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/1/2005,1303,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/2/2005,747,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/3/2005,1180,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/4/2005,1933,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/5/2005,985,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/6/2005,1036,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/7/2005,1051,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/8/2005,1155,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/9/2005,850,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/10/2005,1405,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/11/2005,1549,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/12/2005,608,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/13/2005,604,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/14/2005,591,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/15/2005,558,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/16/2005,731,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/17/2005,1260,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/18/2005,1167,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/19/2005,609,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/20/2005,479,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/21/2005,528,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/22/2005,584,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/23/2005,641,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/24/2005,1112,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/25/2005,1508,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/26/2005,672,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/27/2005,482,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/28/2005,535,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/29/2005,523,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
9/30/2005,584,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
10/1/2005,1221,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
10/2/2005,1671,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
10/3/2005,1690,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,3
10/4/2005,589,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/5/2005,850,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/6/2005,615,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/7/2005,674,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/8/2005,752,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/9/2005,1370,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/10/2005,823,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/11/2005,784,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/12/2005,795,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/13/2005,738,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/14/2005,813,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/15/2005,1116,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,2,0
10/16/2005,1582,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
10/17/2005,959,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/18/2005,925,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/19/2005,1135,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/20/2005,1087,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/21/2005,1014,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/22/2005,1161,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/23/2005,1764,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/24/2005,1495,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/25/2005,1343,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/26/2005,1448,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/27/2005,1200,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/28/2005,1123,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/29/2005,1076,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
10/30/2005,1344,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
10/31/2005,929,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/1/2005,1012,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,2
11/2/2005,556,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/3/2005,483,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/4/2005,682,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/5/2005,990,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/6/2005,1425,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/7/2005,660,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/8/2005,508,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/9/2005,515,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/10/2005,411,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/11/2005,659,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/12/2005,1610,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/13/2005,2587,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/14/2005,649,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/15/2005,461,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/16/2005,529,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/17/2005,384,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/18/2005,567,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/19/2005,908,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/20/2005,1394,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/21/2005,576,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/22/2005,421,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/23/2005,482,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/24/2005,405,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/25/2005,142,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/26/2005,274,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/27/2005,538,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/28/2005,521,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/29/2005,372,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
11/30/2005,429,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/1/2005,434,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/2/2005,530,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/3/2005,830,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/4/2005,1096,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/5/2005,609,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/6/2005,362,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/7/2005,463,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/8/2005,405,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/9/2005,454,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/10/2005,886,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/11/2005,1347,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/12/2005,596,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/13/2005,412,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/14/2005,439,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/15/2005,376,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/16/2005,487,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/17/2005,789,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/18/2005,936,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/19/2005,581,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/20/2005,386,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/21/2005,430,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/22/2005,423,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
12/23/2005,739,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
12/24/2005,320,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
12/26/2005,668,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,3
12/27/2005,1241,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
12/28/2005,1790,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
12/29/2005,1595,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
12/30/2005,1613,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
12/31/2005,617,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
1/1/2006,524,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,3
1/2/2006,2020,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
1/3/2006,2004,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
1/4/2006,2151,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
1/5/2006,2170,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
1/6/2006,1929,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,3,0
1/7/2006,1683,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/8/2006,2087,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/9/2006,588,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/10/2006,513,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/11/2006,634,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/12/2006,551,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/13/2006,871,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/14/2006,1709,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/15/2006,2178,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/16/2006,820,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/17/2006,541,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/18/2006,736,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/19/2006,647,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/20/2006,1014,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/21/2006,1770,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/22/2006,2166,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/23/2006,1035,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/24/2006,609,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/25/2006,631,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/26/2006,613,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/27/2006,1284,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0
1/28/2006,1725,0,0,0,0,1,3.2,6.7,1.7,3.7,0,0,0,0
1/29/2006,2131,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,0,0
1/30/2006,2137,0,0,0,0,0,3.2,6.7,1.7,3.7,0,0,1,0
